0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,-3.400058012914542e-16,0.13303269447581378,2.6054114994369613,20.664036076662157,67.65388951522354,112.59526493799046,146.11950394588217,163.3596392333668,163.66741826380542,152.19278466741775,128.17700112739675,86.16910935738414,34.847801578354904,6.028184892897713,0.525366403607471,0.006764374295392006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0916844349680168,20.797441364605483,115.36886993603393,277.0255863539438,451.25159914712145,605.8038379530897,682.6652452025578,682.41791044776,608.4733475479754,495.45202558635384,437.53944562899756,373.9296375266522,269.24946695096,142.89339019189748,42.110874200426316,2.535181236673772,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1843478260869561,38.32695652173949,176.4034782608706,367.09913043478184,557.4139130434813,719.7078260869539,832.045217391302,890.6713043478225,896.3095652173882,841.8678260869544,742.0573913043488,596.9565217391302,424.4173913043487,235.90260869565373,73.7478260869568,4.471304347826109,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.08403361344537778,23.228291316526622,129.68767507002883,303.4271708683466,487.6120448179295,647.4047619047592,736.4607843137233,776.254901960781,776.0546218487378,726.7184873949562,635.0462184873959,498.4607843137252,343.28291316526696,178.09243697478982,50.21288515406139,2.775910364145674,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.043290043290043274,10.085137085137081,62.46176046176041,187.14574314574259,325.78932178932166,468.8398268398256,600.484848484848,687.5642135642112,729.305916305917,685.6493506493493,580.6017316017326,438.19047619047586,273.1861471861478,118.82539682539665,26.806637806637813,1.3419913419913418,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.003984063745019563,0.5298804780877635,5.161354581674118,40.239043824700445,141.90139442231066,261.5129482071691,363.1065737051789,433.8037848605582,440.4063745019937,382.94322709163373,286.06175298804874,178.48705179282837,65.61254980079764,10.528884462152078,1.3456175298803785,0.0498007968127645,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004591368227731506,4.992653810835563,23.671258034894457,67.60055096418658,136.36730945821967,201.93939393939135,248.0404040404015,268.34251606978495,279.1010101010063,269.88429752065906,233.15977961432608,173.22497704315856,97.72819100091911,40.54361799816327,10.974288337924325,0.5353535353535461,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.04336734693877548,13.709183673469365,58.216836734693835,129.90306122448985,203.173469387755,272.7933673469383,336.456632653062,386.0408163265306,492.7551020408162,556.7474489795919,516.6377551020414,414.4566326530609,274.54336734693914,132.7244897959182,35.80867346938776,2.173469387755096,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014725568942436151,2.748326639892843,21.315930388219464,104.6894243641226,245.91164658634528,386.4364123159304,511.13520749665344,585.3092369477916,594.4109772423042,510.4484605087014,395.3922356091032,264.755020080321,131.3520749665332,34.61445783132512,6.572958500669074,0.3333333333333357,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.06756756756756759,16.88648648648645,91.34054054054081,217.20270270270217,368.0837837837837,480.354054054054,463.49999999999994,402.65675675675624,385.7027027027036,363.4297297297303,349.0486486486485,300.6378378378378,210.01891891891896,111.23243243243229,32.95405405405406,1.9783783783783817,0.0,0.0,0.0,0.0
